

******************************ACCELLERATION******************************

0.08015405		0.046367772		0.058810197
0.0755676		0.05074153		0.061514646
0.08237452		0.053277873		0.048952173
0.07763686		0.053912513		0.024024379
0.08732481		0.039729685		0.035949074
0.08891615		0.044674683		0.028572561
0.0868656		0.05710178		0.06649704
0.063268304		0.05539291		0.029322844
0.069553696		0.051957794		0.06912362
0.07618494		0.057734948		0.026622085
0.08369212		0.034338493		0.035814155
0.08547771		0.044314682		0.023576884
0.08309885		0.044628043		0.021132452
0.08311652		0.042409673		0.023577383
0.08353231		0.032991175		0.040821385
0.071633495		0.045071587		0.031377085
0.07447419		0.05837565		0.049213212
0.079107486		0.049581707		0.02884354
0.0905292		0.04759032		0.021083245
0.092795044		0.04255693		0.0334113
0.06144006		0.043147378		0.08402636
0.079673864		0.03839389		0.03602738
0.08454516		0.038434044		0.05097074
0.06804694		0.05684055		0.04929102
0.09387575		0.040829092		0.048363708
0.07910591		0.0528826		0.023960521
0.07948708		0.047996208		0.03381281
0.08415858		0.034961294		0.020861832
0.08696792		0.034275062		0.05833024
0.07939067		0.033005483		0.035933137
0.07423289		0.047648165		0.023952212
0.06799395		0.05333031		0.059239782
0.07501553		0.058009125		0.049229577
0.09092576		0.051327255		0.031226555
0.095779344		0.047694597		0.066072285
0.0832438		0.05717664		0.041549955
0.06941983		0.058784734		0.044333886
0.08359453		0.031535525		0.03328993
0.07675444		0.049612343		0.05394743
0.10436101		0.05846072		0.063715085
0.074357904		0.032382585		0.071024135
0.06918439		0.045532055		0.03396388
0.08339065		0.052172687		0.04891084
0.08367898		0.049333736		0.0613236
0.07218033		0.037840985		0.058702726
0.07424002		0.036994636		0.031129852
0.06817414		0.058891747		0.076896414
0.07733177		0.066334866		0.04689163
0.09169581		0.04504376		0.053511787
0.06578314		0.05471344		0.03424198
0.083229385		0.040164668		0.071039826
0.08701419		0.036934868		0.038371228
0.07024753		0.05115957		0.026581384
0.08960381		0.043592475		0.06104005
0.08656258		0.059821643		0.049052924
0.06822002		0.039074708		0.041285727
0.086573		0.05134801		0.03379808
0.0818924		0.04663227		0.036256187
0.07105971		0.04361509		0.063887075
0.065772735		0.05668383		0.014306198
0.08095806		0.055435486		0.053998794
0.06482803		0.06695427		0.042095464
0.08465506		0.05655324		0.07644456
0.088215224		0.04412862		0.020984685
0.079328515		0.052600376		0.046405826
0.09313831		0.04823168		0.041023664
0.079117775		0.040840596		0.053587887
0.06716501		0.052780837		0.036633283
0.10706363		0.03640034		0.057963867
0.08928322		0.055171452		0.036326155
0.0871343		0.03579734		0.055833805
0.07485874		0.052331332		0.03901998
0.07979933		0.07005546		0.05442754
0.09336274		0.05865605		0.028821543
0.05988284		0.022368085		0.0734362
0.08454693		0.05423924		0.03637081
0.07974819		0.058265638		0.039069384
0.08191921		0.044725526		0.023634741
0.10022679		0.048674613		0.050960213
0.07382412		0.059906993		0.036742885
0.06567166		0.047075532		0.06652856
0.10184364		0.044363517		0.015765669
0.06937576		0.06131363		0.04435664
0.076496705		0.060955256		0.03919149
0.06772734		0.03960499		0.043730993
0.08606083		0.033320766		0.035724632
0.06742452		0.05591117		0.046722077
0.081177965		0.047264025		0.026206862
0.076073535		0.04291528		0.011162238
0.081090234		0.04624748		0.051211048
0.08997272		0.03710698		0.05080505
0.075902715		0.041547406		0.058695674
0.07111506		0.04655611		0.048925415
0.07558743		0.04946526		0.028898852
